"Label","Sample_ID","Condition","Identifiant","Groupe_de_Fibre","Type_de_Mesure","Area","Mean","StdDev","Min","Max","Major","Minor","Angle","Circ.","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Slice","AR","Round","Solidity","MinThr","MaxThr","Moyenne_Background","Repos","VMA","AIT","Repos_centrage","VMA_centrage"
"1345-0744","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",502,63.909,34.787,11,156,27.429,23.303,114.008,0.97,35148,65,0.425,-0.712,100,35148,1,1.177,0.85,0.981,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1356-0188","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",579,26.275,10.505,14,58,28.782,25.614,108.59,0.973,18749,31,0.33,-0.992,100,18749,1,1.124,0.89,1.01,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1423-0523","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",787,3.915,2.284,3,17,47.017,21.312,94.756,0.77,7887,10,0.592,0.12,100,7887,1,2.206,0.453,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1430-0911","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",341,39.409,8.713,25,66,26.572,16.34,42.524,0.908,15521,46,-0.114,-0.699,100,15521,1,1.626,0.615,1.006,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1435-1080","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",449,57.494,16.441,29,108,25.76,22.193,50.547,0.988,28557,64,0.147,-0.652,100,28557,1,1.161,0.862,1.001,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1502-0719","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",301,12.494,3.257,11,26,20.289,18.89,120.094,0.973,5599,19,0.026,-0.627,100,5599,1,1.074,0.931,0.976,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1516-0699","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",494,16.31,8.711,8,50,30.593,20.56,118.118,0.919,11074,20,0.862,0.06,100,11074,1,1.488,0.672,0.991,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1517-0606","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",415,54.254,30.585,15,129,27.657,19.105,18.795,0.942,25050,54,0.581,-0.776,100,25050,1,1.448,0.691,1.005,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1565-0433","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",567,13.747,7.413,7,36,31.764,22.728,65.273,0.936,11257,21,-0.16,-1.291,100,11257,1,1.398,0.716,1.01,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1589-0824","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",331,12.431,4.741,8,29,24.087,17.497,110.606,0.931,6136,19,-0.159,-0.889,100,6136,1,1.377,0.726,0.991,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1657-0211","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",470,43.204,25.575,12,127,31.682,18.888,30.153,0.851,23176,42,0.91,0.101,100,23176,1,1.677,0.596,1.004,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1677-0714","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",462,23.752,17.117,8,71,28.637,20.541,114.146,0.926,13795,23,0.587,-1.069,100,13795,1,1.394,0.717,0.995,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1677-1042","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",334,59.495,32.57,9,131,24.125,17.628,85.145,0.915,21911,68,0.018,-1.194,100,21911,1,1.369,0.731,0.975,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1686-0134","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",582,15.336,5.367,9,37,28.139,26.335,167.402,0.977,12480,21,0.131,0.068,100,12480,1,1.068,0.936,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1726-1810","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",620,27.804,15.159,10,73,30.792,25.637,77.078,0.974,21025,31,0.545,-0.767,100,21025,1,1.201,0.833,1.012,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1764-1236","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",403,41.729,12.802,21,80,23.653,21.694,76.291,0.977,19278,47,0.185,-0.6,100,19278,1,1.09,0.917,1.001,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1782-1774","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",353,22.054,7.259,12,44,22.43,20.038,87.16,0.978,9941,28,0.146,-0.861,100,9941,1,1.119,0.893,0.986,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1783-0881","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",518,15.893,6.437,11,39,27.7,23.81,19.314,0.979,11396,21,0.547,-0.491,100,11396,1,1.163,0.86,0.983,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1817-1081","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",305,48.945,19.827,18,100,23.028,16.864,114.534,0.934,16791,55,0.055,-1.236,100,16791,1,1.366,0.732,0.993,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1871-1249","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",596,29.802,18.24,7,81,33.242,22.828,10.913,0.922,21402,34,0.373,-0.624,100,21402,1,1.456,0.687,0.99,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1973-1433","52_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",528,43.806,14.518,21,84,29.847,22.524,102.182,0.956,26354,49,0.158,-0.847,100,26354,1,1.325,0.755,1.013,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0948-0436","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",499,55.336,30.073,11,127,27.604,23.016,94.194,0.979,30660,59,0.255,-1.068,100,30660,1,1.199,0.834,0.996,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0330-0976","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",216,3.009,1.201,6,13,19.745,13.929,125.738,0.916,1969,9,0.471,0.672,100,1969,1,1.418,0.705,0.995,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0600-1102","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",482,32.638,23.929,6,109,26.04,23.567,72.875,0.956,18675,35,0.663,-0.403,100,18675,1,1.105,0.905,1.007,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0656-1892","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",396,7.103,5.413,4,29,25.378,19.868,9.24,0.966,5231,11,0.994,-0.16,100,5231,1,1.277,0.783,0.996,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0681-0643","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",638,33.087,22.377,8,88,29.967,27.108,90,0.999,25006,34,0.411,-1.157,100,25006,1,1.105,0.905,0.994,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0685-0261","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",638,31.79,28.145,6,131,29.967,27.108,0,0.999,24178,27,1.106,0.308,100,24178,1,1.105,0.905,0.994,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0688-0219","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",508,7.007,3.542,6,23,26.913,24.033,90,0.993,6662,13,0.129,-0.834,100,6662,1,1.12,0.893,0.992,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0716-1228","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",416,20.943,17.141,9,82,24.51,21.61,109.073,0.806,11253,20,1.451,1.219,100,11253,1,1.134,0.882,0.973,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0745-0693","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",256,7.772,2.549,8,20,20.872,15.617,141.207,0.946,3553,14,0.000356,-0.614,100,3553,1,1.336,0.748,0.983,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0754-0171","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",502,31.544,19.039,6,84,26.672,23.964,145.717,0.968,18901,35,0.282,-1.093,100,18901,1,1.113,0.898,0.997,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0794-1441","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",392,62.174,42.248,8,156,26.124,19.106,59.896,0.914,26766,66,0.148,-1.41,100,26766,1,1.367,0.731,0.999,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0795-0397","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",466,2.148,1.017,6,13,25.13,23.61,150.594,0.975,3847,8,0.285,0.411,100,3847,1,1.064,0.94,0.993,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0814-1907","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",287,39.301,23.534,10,103,19.711,18.539,35.744,0.972,13032,41,0.606,-0.505,100,13032,1,1.063,0.941,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0882-0097","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",205,7.395,2.752,8,22,21.23,12.295,27.349,0.878,2768,14,-0.002,-0.525,100,2768,1,1.727,0.579,0.981,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1027-1611","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",541,19.972,19.587,5,83,36.742,18.748,145.679,0.793,14109,20,0.658,-0.838,100,14109,1,1.96,0.51,0.952,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1033-0806","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",689,48.334,37.728,10,182,35.511,24.704,90.891,0.945,37510,38,1.352,0.923,100,37510,1,1.437,0.696,0.992,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1037-0240","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",383,12.809,2.945,11,27,25.651,19.011,85.393,0.94,7245,19,0.192,-0.19,100,7245,1,1.349,0.741,0.982,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1052-1474","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",445,40.369,23.741,8,96,30.761,18.419,102.289,0.884,20682,44,0.157,-1.157,100,20682,1,1.67,0.599,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1055-0346","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",276,37.65,31.64,10,141,23.372,15.036,27.988,0.889,12077,30,1.24,0.55,100,12077,1,1.554,0.643,1.013,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1075-1885","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",397,58.437,16.937,25,105,23.612,21.407,106.397,0.949,25624,66,-0.27,-0.629,100,25624,1,1.103,0.907,1.001,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1084-1319","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",431,26.278,8.364,8,56,26.725,20.534,5.505,0.948,13958,33,-0.223,0.246,100,13958,1,1.301,0.768,1.012,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1113-1171","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",408,27.094,18.938,7,72,22.886,22.699,67.957,0.968,13546,32,0.249,-1.338,100,13546,1,1.008,0.992,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1118-1011","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",519,34.685,22.909,8,92,27.414,24.105,33.665,0.966,21171,39,0.34,-0.968,100,21171,1,1.137,0.879,0.986,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1128-1105","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",648,34.131,26.78,7,133,30.702,26.873,112.507,0.934,26074,32,1.469,1.621,100,26074,1,1.143,0.875,0.977,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1174-0213","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",526,53.672,40.557,7,150,26.895,24.902,115.129,0.977,31444,55,0.452,-0.973,100,31444,1,1.08,0.926,1.006,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1200-1596","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",329,27.708,11.41,15,62,25.652,16.33,96.838,0.906,11125,33,0.245,-1.002,100,11125,1,1.571,0.637,0.984,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1230-0333","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",571,130.786,57.379,21,230,28.049,25.92,17.684,0.979,78166,146,-0.22,-1.227,100,78166,1,1.082,0.924,1.006,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1256-0255","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",367,117.977,55.426,19,245,24.523,19.055,144.177,0.947,45539,119,0.125,-0.872,100,45539,1,1.287,0.777,0.975,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1334-1512","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",261,130.95,69.701,27,255,24.642,13.486,153.906,0.853,35772,132,0.231,-1.177,100,35772,1,1.827,0.547,1.004,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1403-1279","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",786,27.737,22.383,10,110,33.978,29.454,141.756,0.968,26601,25,1.738,2.107,100,26601,1,1.154,0.867,1.006,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1470-0313","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",285,54.402,26.582,22,122,20.556,17.653,158.451,0.965,17245,56,0.538,-0.836,100,17245,1,1.165,0.859,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1487-1068","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",302,61.386,29.05,17,120,24.64,15.605,104.777,0.896,20383,70,-0.07,-1.121,100,20383,1,1.579,0.633,1.015,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1503-1657","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",240,35.068,15.532,17,74,18.475,16.54,124.901,0.968,9882,40,0.262,-1.045,100,9882,1,1.117,0.895,0.978,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1518-1064","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",332,6.881,2.322,8,19,23.992,17.619,37.462,0.934,4312,13,0.334,-0.341,100,4312,1,1.362,0.734,0.997,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1552-0741","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",368,22.042,11.883,8,55,23.48,19.955,46.133,0.929,10359,29,0.133,-1.166,100,10359,1,1.177,0.85,1.005,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1592-0678","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",580,10.883,4.992,9,34,33.989,21.727,41.458,0.916,9854,15,1.234,0.672,100,9854,1,1.564,0.639,1.005,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1623-0233","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",432,22.226,10.316,10,53,27.69,19.864,141.68,0.896,12240,28,0.257,-0.98,100,12240,1,1.394,0.717,0.989,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1696-0474","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",342,12.358,4.752,8,32,21.177,20.562,111.987,0.975,6315,19,-0.013,-0.864,100,6315,1,1.03,0.971,0.988,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1702-0958","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",444,41.704,28.136,12,123,30.896,18.297,38.952,0.826,21228,39,0.984,0.005,100,21228,1,1.689,0.592,0.97,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1713-0810","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",315,44.039,20.475,13,96,24.655,16.267,112.824,0.92,15796,49,0.247,-0.946,100,15796,1,1.516,0.66,0.997,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1719-0933","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",383,43.097,29.195,9,112,23.895,20.408,7.681,0.974,18845,44,0.304,-1.197,100,18845,1,1.171,0.854,0.975,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1770-1165","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",285,51.63,22.249,23,129,20.11,18.044,136.929,0.965,16455,54,0.714,-0.06,100,16455,1,1.114,0.897,0.979,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1798-0754","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",271,21.886,11.764,8,54,21.508,16.043,74.326,0.962,7586,27,0.203,-1.069,100,7586,1,1.341,0.746,0.993,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1828-1785","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",322,53.84,18.578,26,110,23.652,17.334,63.999,0.927,19303,58,0.407,-0.623,100,19303,1,1.364,0.733,1.005,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1901-0912","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",619,22.208,18.101,5,67,30.532,25.813,113.763,0.968,17527,27,0.26,-1.263,100,17527,1,1.183,0.845,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1928-1926","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",290,34.276,13.376,17,67,22.041,16.753,59.54,0.943,11711,40,0.126,-1.166,100,11711,1,1.316,0.76,0.993,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1946-0953","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",790,38.769,17.49,16,93,33.286,30.219,99.832,0.954,35452,42,0.481,-0.705,100,35452,1,1.102,0.908,0.992,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"2033-0408","53_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",398,17.624,6.32,11,38,23.635,21.441,86.189,0.977,9445,24,0.081,-0.937,100,9445,1,1.102,0.907,0.995,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1021-0735","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",447,31.416,25.936,7,112,26.9,21.158,163.932,0.95,16773,29,0.9,-0.186,100,16773,1,1.271,0.787,0.999,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1593-1164","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",420,8.967,4.801,6,27,25.142,21.269,123.383,0.97,6331,15,0.225,-0.848,100,6331,1,1.182,0.846,1,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0749-0663","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",280,10.825,8.833,7,47,19.371,18.404,109.753,0.975,4741,14,1.392,1.25,100,4741,1,1.053,0.95,0.964,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0789-1241","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",464,3.925,5.627,4,33,35.03,16.865,86.144,0.798,4655,8,2.028,3.384,100,4655,1,2.077,0.481,0.988,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0851-0550","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",410,37.593,28.706,7,112,24.183,21.587,35.201,0.972,17917,37,0.603,-0.86,100,17917,1,1.12,0.893,0.996,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0898-1045","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",381,29.528,21.544,8,96,27.543,17.612,11.802,0.886,13577,30,0.788,-0.34,100,13577,1,1.564,0.639,0.981,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1038-1432","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",559,34.879,30.95,6,131,33.475,21.262,64.836,0.889,22911,31,1.04,0.134,100,22911,1,1.574,0.635,0.988,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1102-0307","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",380,2.419,1.676,5,15,24.711,19.579,24.726,0.969,3240,8,0.693,0.302,100,3240,1,1.262,0.792,0.993,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1186-1439","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",649,34.6,20.868,7,90,31.433,26.288,110.7,0.973,26419,37,0.395,-0.906,100,26419,1,1.196,0.836,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1233-1005","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",252,19.413,8.496,13,64,20.417,15.715,67.647,0.939,6431,23,1.59,2.893,100,6431,1,1.299,0.77,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1246-1587","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",954,28.424,25.219,7,109,38.943,31.191,13.284,0.959,32943,24,1.045,-0.057,100,32943,1,1.249,0.801,0.991,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1255-1366","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",430,6.486,3.838,6,23,23.957,22.853,96.228,0.942,5415,11,0.49,-0.854,100,5415,1,1.048,0.954,0.975,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1258-1551","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",504,82.929,50.468,11,206,31.196,20.57,172.626,0.918,44874,83,0.332,-0.963,100,44874,1,1.517,0.659,0.987,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1270-0941","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",549,13.112,9.941,8,56,30.637,22.816,145.277,0.958,10551,15,1.388,1.347,100,10551,1,1.343,0.745,1.003,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1371-1355","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",211,9.301,3.194,8,23,17.63,15.238,75.508,0.946,3251,16,-0.038,-0.542,100,3251,1,1.157,0.864,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1424-0308","54_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIb/IIx","lactylated_nuclei",609,10.404,2.99,10,28,35.099,22.092,94.162,0.893,10055,16,0.597,0.464,100,10055,1,1.589,0.629,1.012,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
